idx,class,conversation
54,기타 괴롭힘 대화,"야 쟤 왜 저렇게 걷냐?
절뚝이냐? 이상하게 걷네
너 쟤 옆에 가서 따라해봐
 좀 이따 해볼게
저러고 어떻게 다니지?
그러니까 나라면 집에 쳐박혀 있을듯
에효 쟨 진짜 불행하다
내가 아닌게 어디야 천만다행
그러니까 진짜 감사합니다
어? 쟤 이쪽으로 온다 우리 딴데가자"
55,일반 대화,"이제 겨울이 오려 나봐.
가을이 없어진 기분인 걸.
이제는 여름이랑 겨울만 있는 것 같네.
그러니까 말이야. 너는 여름이랑 겨울 중에 어느 계절이 더 좋아?
난 겨울이 더 좋아.
텔레파시가 통했나 봐. 나도 겨울이 좋은데!
난 이불 속에서 꼼지락 거리는 게 좋아서 겨울이 좋아.
난 더위에 약해서 여름 내내 몸에 기력이 없어서 겨울이 더 좋아.
오, 나도 그런 편인데!
그래서 1년 내내 겨울이었으면 좋겠어.
그 바램 이뤄지면 좋겠네!"
56,일반 대화,"** 농구좀 하냐?
나 좀 하지
잘할 것 같은데?
혹시 pec라고 아니?
하 또 **랑 농구 한번 해야겠구만
나도 잘하는데 왜 안물어봐...?
나 농구 배운남자야~
키키 나는 군대에서 스테판 **라고 불렸어~
키키 그정도라고?
스테파니도 아니고 스테판은 또 뭐야...
나 그냥 스테판커리처럼 중앙선에서 슛 넣어버려. 감당 되겠어?
이건 한수 접고 들어가야겠는데?
배운다는 마인드로 한번 해본다
키키 너무 빨리 꼬리 내린다ㅜㅜ"
57,일반 대화,"언니 척추 분리증있지?
응 나는 태어날 때 부터 척추 분리증을 가지고 태어났지.
나 예전에 대학원 다닐 때도 척추 분리증인 선배 있었어
아이고 어쩌다가 그랬대?
군대에서 행군하다가 그렇게 됐대
행군을 하다가도 척추가 분리되는구나.
아무래도 무거운 짐까지 지고 먼 거리를 행군하다보니까 척추가 분리됐나봐
군인에 대한 처우도 좋아져야 할 텐데 말이야.
그러게 평생을 그 병을 안고 살아가야 하는데 좋은 복지를 제공해 줬으면 좋겠어
맞아. 복지는 이럴 때 필요한 것 같아."
58,일반 대화,"여름 폭염은 너무 더워.
폭염은 진짜 힘들어.
올해 여름 폭염이 많았나?
나는 많았다고 느꼈어.
어차피 사무실에만 있어.
사무실은 오히려 춥지.
밖을 잘 안나가서 몰랐네.
사무직들이 다 그래.
밤에 덥긴 했어.
그래 열대야가 많았지."
59,갈취 대화,"여보 이거는 우리애 돌반지잖아요
그게왜??
이거는 가져가지 말아요
지금 서방이 죽게 생겼는데 애반지가 문제야?
제발요
이거 안가져가면 나 손가락 썰린다고!! 니가 나대신 손가락이라도 내줄거야?
다른 방법을 찾아봐요 우리
다른 방법같은건 없어 자꾸 그렇게 막아서면 내가 니 손가락 가져간다
너무 무서워요 여보 제발 그러지 마요
손가락을 내놓던지 돌반지를 내놓던지 그러란말야! 몇푼이나 한다고 이게 내 목숨값보다 중요해?
여보.
비켜!"
60,일반 대화,"친구 대학원 등록했대
와 공부에 대한 열정이 대단하다
나는 학교 졸업하고 전공 접은지 오래야
나도 거의 회사일만 했는데
이번에 석사 준비한대
회사 다니면서 다닌대?
응 야간대학원이라 병행한대
허락해준 회사도 대단하다
그 친구 아마 박사도 노릴건가봐
나도 공부에 뜻이 있었으면 좋겠다"
61,직장 내 괴롭힘 대화,"너 무슨 빽있니? 맨날 이딴식으로 일해놓고 그렇게 뻔뻔해?
 아닙니다
 야 회사가 장난이야? 니가 맨날 사고치고 일도 못하는데 돈은 주니까 만만하니?
 아닙니다.
 넌 그냥 마음에 안 들어. 출근하는 꼬라지하고는
 죄송합니다
 눈 똑바로 치켜뜨지 말고 알아서 잘 기라고. 짤리고 싶어?
 오해이십니다.
 오해는 무슨. 넌 그냥 앞으로 승진 꿈도 꾸지마 알겠어?
 죄송합니다."
62,일반 대화,"홈쇼핑에 왜 이리 팬티를 안 하냐
홈쇼핑은 꼭 사려면 안 함
살라 하면 꼭 안 함 키키
필요할 때는 절때 방송 안 해
마자 살라 하는 건 엄청 안 함 키키
근데 홈쇼핑 보면 홀림
그거랑 에어랩 왜케 안 해...
막 안 사도 되는 거 사고 싶음
에어랩은 넘 인기 많아서
꼭 살라 하면 진짜 안 행
마쟈 좀 기다려봐 에어랩을
마자 에어랩 매번 완판이야!
구니까 굳이 할 필요 없음
이번에는 꼭 사고 말 꺼얌!
다음에 하면 꼭 사쟈규 ㅜ
키키 응 홈쇼핑이 싸긴 싸더라구
조금 더 싸긴 하더라구 하하"
63,갈취 대화,"허이 언니 손목에 시계 이쁘네
 누.누구세요?
알 건 없고 언니 시계 이쁘다
왜그러세요?
아니 너무 이뻐서 내가 좀 차보고 싶어
안되요
안되는게 어딨어? 이렇게 잡고 풀면 그만이지
아아. 아파요. 
그러니까 가만히 있어 내가 한번 차보고 마음에 안들면 돌려줄게
.
어머 세상에 너무 잘어울리는데? 내가 잘 쓸게
돌려주세요!"
64,직장 내 괴롭힘 대화,"하. 이게 최선이야?
 네? 다른 부장님들은 좋다고 하셨는데.
 이새끼 이거 대학도 별로 안좋은데 뽑아줬구만
 그거랑 뭔 상관인지.
 아주 은혜를 원수로 갚지? 너가 월급 다 축내는거야.
 하지만 다른 부장님들은 다 좋다고 하셨어요!
 그게 뭔 상관이야! 나한테 대드는거야?
 아 아니.
 나는 싫다는데 뭐 어쩔거야!!
 그래도.
 썩 꺼지고 다시 해와!"
65,협박 대화,"지금 당장 나한테와 좋은말로할때!
왜 그래 무슨일인데?
너 요즘 많이 까불고다닌다며?
그런적없어 왜이러는거야
당장 안오면 너찾아서 칼로 찔러죽여버릴거야
내가 무슨 잘못을했다고 그래!!
전부터 네가 아주 맘에 안들었어
나 그냥 조용히 살았단 말야
됐고 당장 안오면 넌 죽은 목숨이야
두고봐 너 신고할꺼야"
66,갈취 대화,"지난번 잠깐 쓴다고 빌려간 노트북 언제 돌려줘?
 왜? 그거 당장 써야돼?
 당장 쓸건 아닌데 나도 노트북이 필요할때가 있잖아?
넌 테블릿쓰면 되는데 노트북이 왜 필요해?
 테블릿도 필요하고 노트북도 필요하지
 그거 떨어뜨려서 고장났어 새거 사
 그럼 고장난거라도 돌려줘 일단 내가 고쳐볼게
 고장나서 못쓴다고 했잖아? 내말 못믿냐
 못믿는게 아니고
그럼 포기하고 새거사 너네집 돈많잖아?"
67,일반 대화,"너네들 오토바이 타본 적 있어?
아니 없어 너무 무서워
나도 오토바이는 진짜 너무 무섭더라
그러니깐 오토바이는 사고나기만 하면 최소 중상이잖아
그치 진짜 위험하기는 하지
특히 배달하는 분들 너무 위험하게 타
맞어 그 분들은 생명이 2개신가 싶어
그러니깐 막 역주행도 하시고
나는 진짜 사고난 것도 많이 봤어
정말 소중한 생명인데 안전 운전좀 하셨으면 좋겠어
보는 사람이 더 무서운 것 같아
헬멧도 좋은 거 쓰고 해야하는 것 같아
헬멧 진짜 중요하지
약한거 쓰면 보호도 안되는 것 같어
그러니깐 그런데는 돈을 아끼면 안돼"
68,일반 대화,"머털도사는 가족이 없었제?
전혀 기억안난다 너무 어릴때라 키키
참으로 기구하다 가족도 없고
스승님이 있지않나? 자는 머리가 왜저렇노 자 누구고
가족이 1도 없는 머털도사지
머털이가? 머털이 머리 많다 아닌가? 머리털이 많아서 머털이 아니였나 머리털이 없어서 머털이가
머리털뽑아가 삽질하다가 기구한 운명이 되었을걸 가족도 없는데 불쌍함
저게 결말이가 설마? 너무 한데 그러면
아무튼 가족과 화목하게 지내는 것은 엄청 중요하다
거참 화목화목 거리네 키키 화이팅!"
69,협박 대화,"어제까지 완료 하기로 했던 일은 다 완료 되었나요?
어제 급한 일이 있어서 처리를 못 했습니다. 
그럼 저번에 사인한 신체포기 각서 대로 실행 하겠다.
오늘까지 끝내서 전달하도록 하겠습니다. 
아니 신장 하나로 모든것을 마무리하자. 
죄송합니다. 
흠 .
다음 부터는 잘 하도록 하겠습니다. 
그럼 이자는 안구 하나를 추가할께. 
죄송합니다."
70,일반 대화,"나지금 유튜브에서 영화 리뷰 보는 중
오 나도 그런 거 본 적 있어.
전부 재미있게 소개를 잘 하더라
리뷰들이 하나같이 다 생생해 키키 굳이 영화를 안 봐도 되겠어
그정도면 스포일러 수준 아니야? 키키
키키 아니야 진짜 중요한 부분은 안 알려줘서 더 궁금증이 커지게 해
오 그렇구나. 어떤 영화 리뷰해주는데?
음 지금은 외국영화들 리뷰 보는 중인데 세븐틴 어게인 보는 중이야
오 그렇구나. 넷플릭스 영화도 리뷰해줘?
응 주로 넷플릭스 영화를 많이 리뷰하네
안그래도 넷플릭스 볼 거 없었는데 참고해야겠다"
71,일반 대화,"좋아하는 가수 있어?
나는 블랙핑크 조아해 하하
요즘 공연을 못 가니까 ㅠ 넘 아쉽
나 공연은 한번도 안 가봄 ㅜ
오 블랙핑크 키키 제니 좋아하냥 키키
제니랑 로제가 최애 ㅠ
걔네 말고는 다른 애들은 모르겠네...?
우열을 가릴 수 없어,
제니가 진짜 미쳤지
로제도 왕 이뻐, 분위기 여신
샤넬이랑 넘 찰떡임
이름도 어찌 제니, 로제람,
키키 그니까 이름 조차 사랑스럽
로제는 입생로랑 뮤즈야!
이번에 입생 디자이너랑 패션쇼 감
나도 찰떡 영어 이름... 갖고 싶다...
입생 디자이너가 ㄹㅇ 갠적으로 조아 하는 로제"
72,기타 괴롭힘 대화,"이걸음식이라고 하는거야?
네? 아무런문재없는건데.
맛이없자나 맛이
새로해드릴가요?
장난해? 이걸 먹으라고 내놓는거야?
손님 원래이런맛인데 어케해야할가요?
난 돈못줘 맛도없는걸 어케먹어
다드셧는데."
73,갈취 대화,"100만 원만 내시죠.
 내가 왜 100만 원을 내야돼?
 아 그럼 공짜로 가겠단 말이야?
 공짜는 왜 공짜야. 나도 할만큼했다고.
 하 이 사람이 무서운 게 없군.
 잘못한 게 없는데 뭐가 무서워.
 하 아직 매운 맛을 못 봤군. 좋음 말로 할 때 100만 원 만 내.
 100만원은 커녕 10만 원도 없어.
 좋아 그럼 차키라도 넘기지.
 운전으로 먹고 사는데 차를 넘기면 난 굶어주으란 말이야?.
 그건 내가 알바 아니고 현금없으면 차라도 넘겨."
74,기타 괴롭힘 대화,"야 
응?
너는 장애인이여서 좋냐?
아니.
나는 니가 우리랑 같은반이라는게 너무 싫어
미안.
전학가라 그냥
미안. 그건힘들어
전학 좀가라 냄새나
나한테 왜그래."
75,일반 대화,"성형 하면 어디 할래?
난 쌍수 하고 싶어
안 해도 돼. 지금도 예뻐
안돼 무쌍 스트레스
무쌍의 시대가 온다고.
무쌍은 쌍수가 하고 싶다!
존버 타라 진심 온다 ㅜㅜ
아냐... 그것도 예쁜 사람 말이지
요즘 쌍수는 얼마 해?
그러게 한 200 정도 하나?
엥 키키 어디서 본 거냐
아냐? 사실 잘 몰라 키키
키키 하고 싶지 않은 거네
사실 그럴지도…
좋아 그냥 찾아보지도 말고 하지 마
자연스러운 게 좋은 거여?"
76,직장 내 괴롭힘 대화,"신입 남자친구 있나?
네? 남자친구 있습니다.
그렇구나 얼마나 됐어?
2년 정도 된 것 같아요.
그럼 신입도 할 거 다 했겠네?
네?
아니 할 거 다 했겠다고. 요즘 젊은이들이 워낙 빨라야 말이지.
팀장님 기분이 좀 나쁘네요. 성희롱 아닌가요?
뭘 이런 걸로 그래. 다 큰 어른끼리.
앞으로 이런 질문은 안 해주셨으면 좋겠어요."
77,일반 대화,"군대에서 제정신이 아니었어.
그래 제정신 아니네.
아버지가 대대장님 이셔?
선임 아버지가 국회의원 이더라고
너가 잘못 했네.
더 들을 것도 없다.
내가 혼자 다니다가 다치면 안된다고 같이 다니자고 했어
오 그래도 착하네 잘했어.
그러게 임기응변 좋다.
일과시간 이후에 사생활 간섭 하지 말래
요즘 군대 좋다.
아버지 믿고 그러나.
다행히 꿈이었어
꿈이라서 다행이다.
내가 다 긴장된다."
78,직장 내 괴롭힘 대화,"씨는 좋겠다?
네?
애인도 있고 집도 있고 차도 있고. 히야 부러워
아닙니다.
그렇게 다 가졌으면 직장도 그냥 때려치지 응?
아닙니다 괜찮습니다.
아니 내가 안괜찮다고. 그렇게 살거면 걍 때려치워.
죄송합니다
죄송하면 애초에 죄송할 짓을 하지 말았어야지. 그러면서도 승진은 하고싶었나봐?
아닙니다 죄송합니다.
아니라고? 넌 배가 불렀나보다? 역시 다 가진놈들은 세상이 쉬운줄 아나봐 그치?
. 죄송합니다."
79,협박 대화,"야 새끼야 왜 그렇게 꾸미고 다니냐?
아니 이 아저씨가 미쳤어요? 기다려 경찰한테 신고를.
와 내가 기다릴 동안 시간을 줄것같냐 미친게 어디서
아파
오빠 무서운 남자야 너 사람 잘못건들였어
너가 날 죽이면 너도 무사하지 못해
그렇게 도발하면 당연히 더 그러고 싶은게 사람 본능이 아니겠냐 너가 너 자신을 죽인거다 후회 없기를
살려주세요 누구 없어요
아니 이 비겁한 여자가 너 오늘 고문 받을줄 알아라"
80,일반 대화,"우리 고모가 아빠에게 유전자 검사 해보자고 했어.
왜? 무슨일 있었어?
싸움이 났는데 형제가 아닌 것 같다면서 유전자 검사해보자는 말까지 나왔어.
형제끼리 나이들어 싸우면 답도 없는데 너 너무 속상하겠다
나도 너무 화가 났는데 아빠는 표현은 안 하지만 많이 힘들어 보였어.
그래 싸우고 나면 기분이 좋지는 않지 더 찝찝 하실꺼야
그랬을 것 같아. 가족 간의 다툼은 없었으면 좋겠어.
사이좋게 지내는것도 어렵겠지만 싸우는것도 너무 속상한 일이야
그렇지 속상한 일은 없었으면 좋겠다.
그래 모두 모두 행복하길 빌어보자"
81,기타 괴롭힘 대화,"장애인이면 다인가? 왜 무조건 배려를 받으려고해?
도움이 필요하니까 그런 거 잖아
아니 그러면 장애인으로 태어나지를 말던가
너 그 말 당장 취소해
싫은데? 왜 내가 피해를 입어야 하냐고
장애인으로 태어나고 싶어서 태어났겠어?
나한테 그런거 우기지마 징징거리지 말라고
당사자가 안 돼 보면 몰라. 너는 도덕도 몰라?
굳이 당사자가 돼야 할 필요있나? 난 비장애인이라
너 그말 꼭 후회하게 될 거야"
82,기타 괴롭힘 대화,"야 너 내가 수비 제대로 하라 했지
미안
미안하면 다야? 니 땜에 축구 졌잖아
진짜 미안
너 내가 예쁜척 하지 말고 수비나 제대로 하라고 했잖아
미안 근데 예쁜척 한 적 없어
꼬리나 치지마 빡친다고
미안해
담임한테 꼰지르면 죽는다
응."
83,갈취 대화,"어이 동생 잘 지냈어? 요즘 알바 한다며?
 응응 맥도날드에서 알바 시작했어.
 근데 나 지금 너무 배가 고파서 그런데 5000원만.
 5000원? 네 지갑 저기 있잖아.
 아 근데 너가 새로 알바를 시작했다니까 한 턱 쏴야 하지 않겠어?
 내가 저번에 너한테 피자 사먹으라고 3만원 줬었잖아.
 그건 그거고 이건 이거지. 아 배고파. 시간 없어.
 나 지금 돈 없어.
 돈 있다며? 돈 없으면 체크 카드 빌려주면 되겠다!
 응? 그건. 안 돼."
